id,text,surrogate_score,h1_score,h2_score,surrogate_label,h1_label,h2_label,disagrees
164809,"Ms. Balkissoon traffics in the commerce of identity politics and professional victimization. The last thing such a brand of SJW wants is compromise and peaceful resolution. Their entire mode of procedure is one based on gender-shaming, race-baiting and Othercentrism. Dissent is instantly deemed ""xenophobic,"" ""cisnormative"" or (fill in the blank).

This is the mindset that gives rise to the much-derided MTV News video (since pulled down but just search YouTube) entitled ""New Year's Resolutions for White Guys"" which made shockingly racist assumptions about an entire group of people based on race.",0.5201155,0.5225067,0.52218693,1,1,1,False
164751,"Who did that?

Just because you agree that the statues should not be taken down does not make you a KKK sympathizer.

In fact a majority of Americans want the statues to remain-
http://wtvr.com/2017/08/17/poll-confederate-statues-remain/

Are all of them white supremacists too?

The question you should be asking YOURSELF is how fine of a person do you have to be to join forces with the Antifa anarchists, and claim anyone who dares to disagree with you is a racist?",0.51404965,0.51656497,0.51638204,1,1,1,False
64361,Great Mayor. He should run for DNC chair. Trump did NOT court white nationalists. More fake news.,0.47209018,0.47269872,0.47227272,0,0,0,False
108967,"Ok I agree but no more money. They have all the freedom to do as they like but on their own dime. Cut the umbilical cord to Ottawa.   I say the same to many white  men too, like Bombardier and Ontario Hydro: grow up or give up.",0.5074038,0.5100389,0.50863564,1,1,1,False
173734,"Fool, now hear this. 
And lastly, before you white guys get off on other wrong headed stereotypical BS about Native people, let's not forget studies and law enforcement data shows it is you guys who hold the blue ribbon for raping and killing children.",0.49831483,0.50010204,0.5001329,0,1,1,True
55474,"“Murder, to you, is just part of that pushback. Nothing like having violent psychotics craft pushback movements.”

This sounds a lot more like the vicious Black Thugs Matter war on white cops that Obama unleashed - - using “the Ferguson effect” like a club - - beginning with his first few months in office when he condemned the entire Cambridge PD as “stupid” long before he had ANY facts about the Skip Gates incident. Massacring white cops was but one facet of the hate-America “transformation” Obama promised.

Black Thugs Matter riots and vicious assaults at events in support of free speech free of political correctness are by no means spontaneous: they are planned and funded well in advance with the full assurance our fake “news” media will give their vicious criminal behavior a pass.",0.48198712,0.48169762,0.48229194,0,0,0,False
17186,"Your characterization of NAACP, Congressional Black Caucus and unnamed ""Asian groups"" advancing their cause at the expense of everyone else is false. First, there is no such thing as ""the white race"" because race is not biological. Race is a social construction. These groups focus on advancing the rights of those whose equal rights before the law have formally been denied--slavery, Jim Crow, the Japanese internment, the Chinese Exclusion Act, miscegenation laws, etc. are documents of America's historical exclusion of certain groups from the benefits of American democracy. White people have never been formally denied equality before the law except for white women who gained the legal right to vote in 1919. I'm white and am not a part of your ""group."" I doubt most other Americans who are white want anything whatsoever to do with your ""group"" or any of its ahistorical and misguided projects. People who support what you do are intractable tribalists who are against modernity itself.",0.51034397,0.5088949,0.50929916,1,1,1,False
55750,"Jamilah King and Jagger Blaec the two writers responsible for the ""Cultural Appropriation"" articles about white people making Mexican food in Oregon are both black, late 20's to mid 30's, and share a common goal, to attain fame through shaming others. After looking at both their twitter feeds two things stand out. Anger at anything white and the lack of a male role model in childhood. Being misandristic and racist is the meme of the day for millennials of color in today's liberal media. King is a strong backer of Black Lives Matter, and Blaec consistently writes of the strife of females of color.While I can appreciate both issues, both of these writers have an extremely tainted point of view breed solely from anger at white people taught to them by regressive single-parent families. Perhaps these two need a dose of reality, that all people have difficulties in life, that there are two choices, 1) to be angry and blame others or 2) rise up from emotionalism rhetoric and become a leader.",0.50327104,0.50319666,0.5039748,1,1,1,False
175615,"Interesting(?) paper published out of the University of Minnesota trump voters and their racist tendencies.  Split on their views about people getting housing assistance - but when info was accompanied by picture of a white person they were more likely to support it than when the image was of a black person.
https://drive.google.com/file/d/0BzCuEQv_ZRf4RGlTbGhQSW0tVDQ/view

BTW, what's with this headline, 'good news' about racism???",0.5047568,0.50719404,0.5069271,1,1,1,False
150960,How can Guptas run South Africa when every important department of the country be it banks or the media houses are working under the lobby of whites? Isn’t quite weird?,0.5072283,0.50880337,0.5081322,1,1,1,False
143441,"""I’m black. Robert E. Lee is my ancestor. His statues can’t come down soon enough.
-
Most of the time, the color of one's skin never - never - adds validity to a valid point. And this is one of those times. The statues should be removed for a number of good reasons. The author could have simply said ""Robert E. Lee is my ancestor. His statues can’t come down soon enough.""",0.5260232,0.53113335,0.5294459,1,1,1,False
48566,"The only effect this will have is to diminish the perception of competence in those occupants of Canada Research Chairs who are not white males.  It will simply be assumed that all of the others were affirmative action appointments who could not secure their positions on academic merit.  The only criteria for these appointments should be an objective assessment of merit based on a person's contributions to scientific research.  One hopes that university presidents will have the courage to tell the federal government to keep their funding, and to terminate their university's participation in the program.  But that is probably too much to ask of them.",0.5149568,0.5163211,0.5157418,1,1,1,False
148859,"Trump is about as transparent as a person can be. He is a rich, entitled, thuggish narcissist whose crudeness, bigotry and spite resonated with large numbers of insecure white Republican voters. Trump isn't some master tactician who artfully crafted a winning strategy. He's a vulgar, simplistic conman who parleyed his insatiable desire for adulation into rally speeches that fed his audience the exact mix of racism, fear-mongering and empty promises they wanted to hear. The depths of his voters' ignorance is obvious in their continued support for his presidency, which has been the most sustained orgy of incompetence ever perpetrated on the American people.",0.49242073,0.49349245,0.49360687,0,0,0,False
18649,"nope you are wrong again.  trumpy plans to cap immigration from foreign countries; hence, he is against legal immigration and it would not be  surprising if he stops all immigration form non-white countries.  he supports the white supremacists philosophy that only the whites are the greatest and the rest of us are animals.  these white supremacists deny the notion that even nonwhite immigrants contributed positively to our country and made it what it is today.  all immigrants have contributed positively, even the white supremacists are immigrants too, but not sure if they  made America great, they only want to divide the country and create chaos.",0.48634675,0.48293206,0.4843191,0,0,0,False
65657,"My non-white friends criticize white people with impunity while if I make a critical comment on their cultural background I'm called a bigot and a racist.Free speech,tolerance and bigotry are 2-way streets but white liberals and so-called 'visible minorities' often fail to see that.If you need examples just check out the ramblings,in this newspaper alone, of Elizabeth Renzetti,Doug Saunders,John Ibbitson and Denise Balkissoon.Real tired of the Left's acceptance of anti-white bigotry.You can't have it both ways.",0.5023556,0.49996424,0.50104046,1,0,1,True
134662,"As a lower, working class young white man, I can mark ""yes"" to every one of the ""interacting with police"" questions. I've been stopped more times than I can count by cops as a young man (ever taken the Cherry Beach Express?). Even now, as a late 30's professional, a cop tried to jam me up  on a Sunday morning a year or two ago for jaywalking while walking my dog on an empty road and started a power trip on me. You should have seen the rage in his eyes, my dog was getting agitated and the situation could have gone really wrong had I not been extremely polite and cooperative.

In my experience, the only colour cops care about is blue.",0.48533288,0.48697194,0.4872007,0,0,0,False
155571,"Question is, why should the pipeline be rerouted when there are couple of pipelines already in this corridor. What make this pipeline a threat to the water and not the others? Wounded Knee....boy is this story getting old. It was an one sided battle but a battle never the less. And the Indians fired the first shot. Bunch of whites died in the battle but most of the body counts belonged to the Indians. Calling Wounded Knee a massacre is dumb as calling Custer's Last Stand, a massacre. I wondered how many Indian tribes lost their land to the Sioux?? Is it no small wonder that US Army never lack for quality Indian Scouts? Treaty of Laramie is a dead. US government will not displace al these white people living in these lands and turn them into refugees. Nor allow Indians lordship over them. They should have taken the money and better themselves.  And the white sycophants far outnumbered their Indian friends at these camps. Gee, this article is some sort of dramedy.",0.49133387,0.491433,0.49147117,0,0,0,False
15546,"What a lame commentary meant to attack conservatives by blaming them for Antifa attacking them. Berkeley protesters were conservatives and not racist white supremacists. And the headline is such BS. Antifa is not a gift to anyone. They are a threat to democracy period. The gift is people like Clarence Page trying to deflect the threat of anarchists onto people he disagrees with politically. It's the democrats who yell about white supremacists (rightfully so) and are silent about anarchists. The left is really getting sad in their hatred for Trump when they'll take advantage of extremists that attack their political enemies. I hate to tell you this, but middle America sees what the far left is doing and continues to do.  No matter how bad Trump is, the left is proving they're worse.",0.47350505,0.470691,0.47240964,0,0,0,False
157734,"What propaganda. 
Not a word about BLM or other groups chasing white students and faculty off of campuses nationwide. 

This rag should change their name to Zvezda Reklamodatel Gazeta 1942 already. If it ain't Nazi's they're talking about, it's Russians.
And it's kind of odd that not one MSM outlet is talking about Russia anymore, eh?",0.51545227,0.51850045,0.51833284,1,1,1,False
143532,"Here's the reality the EC defenders can't get around.  The EC gives smaller populations disproportionate representation.  Greater than that of larger population centers--certainly greater per-capita than for more populated regions.  It is, as it was originally intended to be, a form of pro-white 'affirmative action"".  Probably why melanistically-challenged voters so ardently defend it.  Along with the ongoing disenfranchisement of damn near everyone else.",0.4989519,0.49814224,0.49781033,0,0,0,False
76967,"Donald Trump doesn't have the intelligence or political sensibility, much less the moral compass, to even hide it. He believes in white supremacy, white privilege, and a government by the wealthy and for the wealthy. He is clinically narcissistic, acting only for the adulation he craves in his crowds of haters. He lives for praise, writhes in anguish at criticism, and acts with childish instinct. We need responsible Republicans and true conservatives to stand up for their principles and remove him from the office he defiles daily.",0.502264,0.5037002,0.50321573,1,1,1,False
4274,"Politicio is a far left leaning rag founded by Washington Post alumni. Of course they love Hancock and his sanctuary city efforts, his transformation of Denver into a magnet city for the homeless and his love of spending taxpayer's money. But I'll bet they don't know about his wanna-be gang banger son who refused to cooperate with police about a shooting from and into a car he was riding in. Nor I suspect were the ongoing assaults by gangs of black youth on whites and Asians in downtown Denver mentioned. I doubt the abysmal Denver Public School system figured in the Politicio editors decision. I suspect it was based on a economic boom in Denver and Colorado that Hancock has nothing to do with.",0.5009632,0.5014639,0.5009699,1,1,1,False
78046,"I didn't say it was just white people. I don't want to support any freeloaders of any race, creed, or octane. I don't see many white people picking berries in the San Juaquin valley though.",0.51103795,0.5101381,0.5099093,1,1,1,False
159991,"Then there was the matter of physical space, with Obama lying again that he was going to close Guantanamo, while reality, he authorized the Expansion from One (1) Camp, to Six (6) Camps plus a $100 Thousand Soccer Field for Use by Detainees Only.

Obama doing the Political Favor thing, proposed that a closed Illinois (his real Home State) Super Max at the U.S. be used to Imprison Terrorists.  U.S. Department of Justice stepped in immediately and informed Democrat President Obama that as soon as the Terrorist set foot in the U.S. they must be afford U.S. Constitutional Rights, this is why those sent to Guantanamo or other ""Black Sites"" never physically set foot at the U.S..

Before any of you get all Democrat on me, go read the U.S. Laws signed by Democrat Obama, January 22, 2009, 2014, 2015, till recent before Trump.   I am talking about U.S. Laws, not Democrat Non Factual Opinions.",0.5086966,0.5085441,0.5090551,1,1,1,False
104577,The 1959 Oregon Constitution prohibited emigration by blacks.  But it also prohibited slave holding.,0.5167479,0.52203465,0.51882046,1,1,1,False
14656,"I am not a fan of Don Cherry, but many are calling for his nomination. I detest what he likes in hockey.

However, anywhere you go on the planet, and there is a sheet of ice, I am sure the people around it know who D.C. is. He is a ""cartoon Canadian"", and vies with Beiber, and Celine Dion for universal fame. (funny how the most famous Canadians, are generally cringe-inducing). 

If you were to have a +/- 10 scale, all in all, Cherry would likely be in the ""+"" category. I personally would not rate him as such, but I am only one person.

Conrad Black? He is a crook. An erudite, intelligent, verbose, well-read one, but a crook none the less.

Libby Davies is evil.

I will take a blow-heart loud mouth cartoon character, or a crook over someone who is evil, any day. I know how to deal with, and what to expect from them, not someone who is evil.",0.5007992,0.50030637,0.49943444,1,1,0,True
152537,Due to the way many parents have raised their little POS snow flake children this is going to happen more often. They see its ok to riot in the streets and hurt people and destroy others property when they dont get their own way. This past election is a good example. Black lives matter comes to mind also.,0.48281014,0.48308447,0.48207858,0,0,0,False
79309,".
No, for the alt Reight, 

...it's white nationalist neoNazis.

You left out a key element.",0.52444035,0.5292178,0.52755994,1,1,1,False
93609,"The conservative philosophy believes in equality of opportunity (for all) and meritocracy.  Racism and ""victim politics"" (whether claimed by a white supremacist, or by another ""identifiable group"") are completely contrary to those views... a true conservative therefore is colour-blind, gender blind and expects the smartest, hardest working, most gifted person to receive the greatest success.  The US and Canadian MSM seem to have a hard time distinguishing between conservatives and racists and will often try to lump them together under the ""alt right"" banner, so I hope that helps.

With that clarification, conservatives also believe in free speech and free assembly to protest, so both groups should be permitted to peacefully assemble, But as soon as either group resorts to violence, police should intervene immediately. The Canadian authorities are responsible to provide Peace, Order and Good Governance. Let's see if we can be more successful than our American cousins.",0.50486356,0.50429904,0.50432193,1,1,1,False
144743,"If a white community had a problem with white meth heads killing, stealing and intimidating the residents, guess what, they would get the attention of the police.  If Asians were doing the same, they would get it.  You're complaining that police are tackling the problem of blacks and hispanics committing crime in organized street gangs?  You condone this behavior?  Unarmed black men are killed by police officers in .001 of all encounters, so your theory of them hunting down unarmed black men is null and void.  Paid leave is paid for an investigation, if that officer is found culpable, he is fired.  Why punish an officer in a righteous encounter and response?  Show me a video that hasn't resulted in exoneration or firing?  There - I answered.",0.48439533,0.48479927,0.48491362,0,0,0,False
8982,"I think we are repeating ourselves. In my opinion the fact that all of the SCJ judges are white and now male is evidence to support the claim that we need more diversity in our leadership roles. The burden of proof is not on me. I am not saying they are unqualified as individuals. What I am saying is we need to be aware of the realities of how the system has systematically disenfranchised generations of an entire 'class' of people. And I think we need to prevent that. Why are there not more minorities in positions of leadership and power, its because they have been excluded from the club for so long. Our grandmothers were never told they could be Judges or shown. Stop hiding behind fallacies and naive notions that racism doesn't exist because your not a bigot.

http://www.judicialselection.us/uploads/documents/Racial_and_Gender_Diversity_on_Stat_8F60B84D96CC2.pdf",0.5039138,0.5063931,0.5048026,1,1,1,False
8444,"I certainly don't condone violence.  And, yes, you're right....the white spuremacists and white nationalists are more than happy to engage in violence....they've made that quite clear.  I'm sure I didn't change the fellow's mind regarding using the term ""N$#%#"", but at least he knows one person at least finds it unacceptable.  Perhaps that's the best we can do.....take a personal stand for what it's worth.  I believe the counter-demonstrations can serve the same purpose IFF (that's a math term meaning ""if and only if"") they are non-violent.  Given the emotions involved on both side, I fear that ""non-violent"" counter-protest is unlikely.  Gary Crum",0.49619874,0.49749374,0.49785423,0,0,0,False
102201,"Yuppers,  They will undoubtedly have to hire a night shift to handle the crush of new orders!    But seriously it's actually God's way of celebrating that the black dude is no longer in charge and he decided to cover the country in white!    Obama's legacy will be a forged birh cerificate and social security number!",0.4973469,0.4990826,0.4989843,0,0,0,False
176940,"Any more of these racist comments coming from anyone will get to court. I am sick of this shit after 74-winters here. John Tetpon--8 minutes ago
White folks, I want you to know this is offensive and it is outright racism. And don't tell me to grow some balls….or another mighty whitey regular comment….""Grow up."" Damn...
7 seconds ago
In reply to:
You don't have the votes two feathers...
— SE Slayer
I'm Alaska Native and I take offense with your comment.",0.48479167,0.48386183,0.48637727,0,0,0,False
107612,This is a very sober article ad I wish most South African could be ale to read it. To achieve what it advocates we will have to first think of ourselves as South African and everything else second or third etc. We have not been able to engage in united action because we see ourselves as different first and we have indoctrinated our children to do so too. That is the weakness politicians have been able to exploit to the fullest. Zuma and his cronies are corrupt because the are people of low morals...not because they are black. You can say same about Malema even though he conveniently uses race as if he speaks on behalf of all black people. Yet you check comments on the EWN site and you just throw up your hands and resign yourself to silence. In the meantime politicians keep on looting....,0.49783325,0.4952051,0.49630743,0,0,0,False
78980,Because they are featured  in prime time on a major US news network.  I mentioned Anderson Cooper too......he is white.,0.5087653,0.51112944,0.51064134,1,1,1,False
18986,"""If the 'pro-white' group had been allowed to simply have their demonstration against the removal of the Lee Statue, they would have said their speeches and then gone home.""

So if you let racists march through your town and threaten your non-white neighbors, then they'll just go home and that's the end of it?

I'm pretty sure that has never happened anywhere, ever.",0.4908534,0.49084577,0.49187538,0,0,0,False
16826,"I didn't make any comment one way or the other about the actions of the police officer. 

The other posted said the NRA was racist because they didn't jump to the defense of ""the black man that legally possessed a concealed weapon.""  I simply pointed out he didn't legally possess his firearm.",0.5131424,0.5174947,0.51627535,1,1,1,False
7207,"Trump is not on the right side of this issue and taking a knee is a respectful way to protest.  

From Rodney King to Ferguson Missouri this has been an issue that is a black eye to America.

Black athletes are in a position to be heard and to engender positive change.  Those who do so are heroes not villains.",0.49826616,0.49932382,0.4995642,0,0,0,False
15289,"""multiple white power groups gathered in Charlottesville, including members of neo-Nazi organizations, racist skinhead groups and Ku Klux Klan factions.

The white nationalist organizations Vanguard America and Identity Evropa; the Southern nationalist League of the South; the National Socialist Movement; the Traditionalist Workers Party; and the Fraternal Order of Alt Knights also were on hand, he said, along with several groups with a smaller presence.""
..................
..................

SO, BASICALLY anybody and everybody of the far right lunatic fringe racists Trump supporting scum. 

Looks good on you Donald...........

.",0.5155894,0.5176928,0.5165954,1,1,1,False
124777,"Totally wrong! Freddie Gray. Michael Brown. And hypocritically enough, nobody from the BLM ""movement"" is parading and ""protesting"" black on black crime. There were no BLM protesting against Freddie Gray any of the 19 times he sold drugs to other black folks. The only time you people get your dander up is when you feel the need to persecute cops and law abiding gun owners.",0.48907647,0.49077713,0.4905636,0,0,0,False
85210,"I am deeply upset at the lack of respect, and naive privileged ignorance that this writer has shown in choosing this topic, and sad that there will no longer be Inipi at Breitenbush. I wholeheartedly support Nunpa's decision. When I read this article, I was disgusted and shocked to see it in the weekly, did not understand the intention, and the thought of floods of random white people, newly moved to Portland, going to try a sweatlodge at Breitenbush as though it is a tourist attraction for their amusement seemed like the most horrendous possible outcome of publishing the article. I am glad that that won't be happening.",0.52444035,0.5269057,0.52622104,1,1,1,False
172794,"Then don't act like it, don't tweet ""I hate black people,' and maybe don't appoint people to your administration who have a history of doing racist things against black people.",0.51586384,0.519049,0.51831764,1,1,1,False
15355,"Yep, and blacks can seek out another form of public transportation or use Uber.",0.49555978,0.49597174,0.49719816,0,0,0,False
75515,"Jessica Brown wrote: ""Every time it happens BLM “claims” that they have nothing to do with it.  But it happens when BLM has “protests”…..can you add?""

JB do you know what logic is, I'm glad you think you know how to add?  Protesters at a rally called by Black Lives Matter DID NOT shoot the police (unless of course you have real proof otherwise).  Quit trying to spread racist lies.",0.48876378,0.4904873,0.49073136,0,0,0,False
29646,The Liberal corruption makes those things look like a cake walk. I do remember those times too. They are nothing in comparison to what the Liberals have done to bring about systemic black corruption in every Ministry.,0.49977148,0.5019474,0.5001787,0,1,1,True
166397,And the Niggers...?,0.5227199,0.52867025,0.52658623,1,1,1,False
1003,"from cnn.com
“Let’s walk through what you said,” Lemon replied. “You said ‘they hate us — they hate white people because we’re successful.’ How is that taken out of context?”

“What I’m trying to communicate was that what has occurred can the economy has left them out,” said Pittenger, who pledged his support to GOP presidential nominee Donald Trump in May. “When you look frankly at the last eight years of the current economy, the demographic group who has moved the least up the economic ladder are low income, minority people and that’s the reality, that’s a fact.”

Lemon pushed back on that claim as well, arguing that despite the recent economic downturn, “African-Americans are doing better when it comes to unemployment — it’s been cut in half — and it’s better than any other time in history. So the facts don’t really jibe with what you’re saying.”

I think we'll see less and less of Trump backers on the news telling lies.",0.51971936,0.5217758,0.52105993,1,1,1,False
166009,"Let's not forget, the buffoonish, lying trump claimed he didn't denounce white supremacists and neo-nazis immediately after the events in Charlottesville because he likes to have all the facts before he says anything.  Turns out, as expected, he is just a hypocrite.",0.5038051,0.5071521,0.5073847,1,1,1,False
43096,"""...we may one day experience American authoritarianism.""

What was the Vietnam War, the  escalation of the Vietnam War with a fake military incident, the draft of 18 year old kids into the military, police riots, CIA subversion of the peace movement, the police occupation of black ghettos, FBI  subversion of the civil rights movement, FBI infiltration of the Black Panthers, the Kent State shooting of protesters, the secret wars in Cambodia and Laos, the killing of some three million in Southeast Asia...?
     
                         Was all that democracy in action?",0.4988632,0.49864575,0.4990406,0,0,0,False
35924,". . . ""I don't do that stuff anymore.""
Why?  Because soon, Trump is going to experience open dismissal and trivialization.  His credibility has long been shot.  But he had the buttons he could push, so people listened.  He had SOME support that COULD have made a difference.  But I presume that the buttons are being carefully guarded in the WH, and his past support outside the WH is clearly messaging it is out the door.
So, how does he demonstrate/validate/""perform"" the indices of a ""changed"" person?
Well, go to the place where he'll get the most love, and ability to continue being the center of attention.
In this case, toward the center.  Toward the left.  Toward the Democrats.
Easy.  He's hated openly by everyone except those on the far right.  That is marginalizing him unacceptably so that the danger is that he becomes irrelevant.
The ONLY thing that can continue to feed Trump's ego is a soon to come about-face.
WELFARE, CLIMATE CHANGE caring, and anti-White Supremacy is coming. . .",0.51294416,0.5167479,0.51650405,1,1,1,False
77567,"""Earlier this year, organizers of a small community parade affiliated with the city’s famous Rose Festival canceled the celebration over fears of violence after protesters said the local Republican Party had plans to allow a “neo-Nazi hate group” to march with them. Local GOP leaders denied the charges.

In the suburb of Troutdale, an Iranian refugee found his home painted with racist graffiti and death threats. And in Gresham, another eastern suburb, prosecutors charged a man with a hate crime after police said he chased down a black teenager with his car after a fight and struck him, killing him.

For years, Portland was the home base for Volksfront, a now-defunct white separatist organization founded in 1994, according to the Southern Poverty Law Center, which tracks hate groups.""

WOW!",0.5105194,0.5143317,0.5129823,1,1,1,False
110609,Ya Ed keeps resurfacing in a different persona after he was kicked off this board.  Now he pictures himself a clergy with a white hat...,0.5132568,0.51587903,0.5144232,1,1,1,False
83049,"A different view of states rights and a different view of what role the Federal Government was to play in the young Republic , an Agrarian based society trying to evolve into modern society while union states in the Republic were using their newly minted industrial wealth to gain an unfair advantage. Its pretty easy to watch the biased news and the pop culture miniseries that feed the public what the creators want us to believe was reality, but it was far more complicated than we know. What of the Free Black Officers that fought on the Confederate side, what of the Black slave owner's what of those on the union side that were racist?",0.4966298,0.49692348,0.49667168,0,0,0,False
136305,"He is down grading the institution where he claimed to have obtained some qualifications. If  it is WITS, then we have a serious problems,having such individuals to be called WITS graduates. If this young man wants to call a black discrimination a holocaust,then what is a mfecanic unrest to him?",0.5283813,0.53041893,0.5297956,1,1,1,False
125634,"So why aren't Saudi Arabia and Pakistan included in the ban? Saudi Arabia is where the extremist Wahhabism originated and is used as an inspiration for Al Qaeda, IS, the Taliban and all other Islamic extremists in Africa, Asia, and the Caucasus. Pakistan is where the terrorists are attacking both Afghanistan, India and Pakistan itself. As someone mentioned, we are more likely to be attacked by the local extremists, including whites, than foreign ones.",0.5142021,0.5128908,0.5126316,1,1,1,False
7213,"Congrats, Michael on a well-constructed speech. I would suggest that the next step is to ask, ""who believes this stuff'? And, my answer is to look behind Trump at the crowd in Melbourne, FL last week. Overwhelming white, seemingly middle class, ranging in age from early thirties to over seventy; how many of those folks made it to a Catholic parish for Mass? How many of the crowd want a ""culture of whiteness"" to continue, without caring for the least among us? Aren't our pews filled with ""alt-right"" sympathizers? What is the RCC's response?",0.50453174,0.50322145,0.5045203,1,1,1,False
44629,I don't like the word native. My hole existence has been in alaska. How am I not native to alaska. Am I European because I'm while? Have you looked at the dna of Americans. We aren't native to Europe. We develop our own genetic errors. We are a separate human race. We have different environments. I'm sick of the hate speech I hear. Natives need a chance to vote. Your native. I'm native. What natives are you talking about? Where do I belong? I'm white and grew up in the woods.  Just call me the N word for being white.,0.50514203,0.50436777,0.50484073,1,1,1,False
74176,i suspect that Trumps bid for the white house will survive regardless of what the mainstream media does.  they have pretty much taken themselves out of the game of truth telling.,0.4905559,0.49286318,0.49186015,0,0,0,False
180009,"Just look at a picture of Stevie B and you can see why he is such an ardent supporter of white nationalism. There is no way you could see that in a mirror and not think ""Now there's a member of the master race.""",0.48710158,0.48857316,0.48881716,0,0,0,False
144857,"And refusing to acknowledge ongoing white supremacist social, economic, political, judicial and educational policies and practices--those implemented openly as well as less so--to say nothing of the fact that the areas being overrun by so-called ""survivalists"" are hotbeds of open white supremacist ideologies, is symptomatic of another type of disorder.

Its symptoms are wet feet, and visions of pyramids on the horizon--it's called ""being deep in DeNile.""",0.48354176,0.4824444,0.48381606,0,0,0,False
50596,"It would be quite interesting if Margaret and her nephew Jesse Wente would write matched columns on what it means to be a Canadian. Jesse has described himself as an ""Ojibwe dude"" despite the fact his father was a ""white guy"" from Chicago while Margaret has characterized herself as an ""accidental Canadian"".  What is striking is the very different kinds of national and personal  authenticity the two Wente's very different self-definitions project.",0.5121665,0.51225036,0.5130509,1,1,1,False
109253,"'
Nah, that Nazi thing isn't my bit.

I did run across a mention of Nazis though,

let me share.
.
.


'Hail Trump!': White Nationalists Salute the President Elect

Video of an neo nazi conference in Washington, D.C., where Trump’s victory was met with cheers and Nazi salutes.

Watch:
https://www.youtube.com/watch?v=1o6-bi3jlxk
.
.
(thanks for reminding me though)",0.52644926,0.5287615,0.5298108,1,1,1,False
65035,"Okay, Trumpian nitwits, time to settle down and recognize a ""dog whistle"" when you hear it.  Everyone agrees that the welfare system needs to be continually improved and monitored, and laws need to be enforced.  BUT TRUMP IS NOT DOING THIS TO SAVE MONEY, and you know it.  It's done to get overweight, racist, white people (see photo) riled up with hate.  You seem to fall for the message quite easily.   The small number of immigrants or homeless people collecting benefits, pales in comparison to the money spent on defense or on welfare and social benefits going to US citizens.  Please use your brain (hard for you trumpians) to see how many Trump, red-state, white people have been on the public dole for years.  Also, your Fox-news, GOP facts about getting wealthy on welfare are ridiculous, as are you and the people who believe them.  Please keep posting, I love reading nonsense by trump-sycophants.  Thank you.",0.5189271,0.51912516,0.51939946,1,1,1,False
159865,"Well if you would rather have Walt ""I didn't want Jonny to take the loss"" Weiss trying to squeeze enough wins out of this pitching staff to make the postseason, more power to you. I'm not enamored with everything Bud Black does, especially his lineup choices. But I'll take Black with half his brain tied behind his back over another season of Walt Weiss.",0.51923186,0.52147114,0.5207096,1,1,1,False
176033,White privilege is a SJW construct to further their own self righteous mission.  It is blatantly racious. Hadfield is listed on her whiteboard who was raised on a farm and became an astronaut thru hard work.  It takes decades to earn your stripes in your chosen field thru hard work.  To now take that all away for the sake of white privilege is to penalize those willing to work hard to realize their dreams.  How about the yellow privilege in Vancouver real estate? Or brown privilege in Brampton real estate?  We have alot of rich immigrants with alot of cash now adays.  And why is that? Because they come from countries that learned about white capitalism.  This BS about white privilige needs to stop as it violates our basic chartered rights.  Let's start a crowd funding campaign to stop this teaching of racism in our schools.  Let's instead teach that you do well in our country if you work hard regardless of race!,0.49436975,0.49179915,0.4942897,0,0,0,False
68566,"A multi-racial coalition of faith, student and community activists announced Saturday that they plan to march from Charlottesville, Virginia, to the nation’s capital in response what they called President Donald Trump’s failure to confront the white supremacy on display at a violent rally in the Virginia city earlier this month.

The 10-day march will begin Monday and is expected to stop at Confederate monuments along the route.

Organizers say white supremacist violence, rhetoric and policies have intensified since Trump’s 2016 presidential campaign and must be confronted.",0.507583,0.50917715,0.5079339,1,1,1,False
22595,Obama proved that we don't need you or any white racists to elect a president.,0.5067097,0.5098788,0.5080788,1,1,1,False
49850,"As others have pointed out, when you fly rural you see that behavior from a LOT of people, not just Natives. I personally have never seen it from Natives but have seen it from lots of white boys headed out to Dillingham or Dutch, and sometimes to smaller communities for construction projects or what have you.",0.4729117,0.47288126,0.47350505,0,0,0,False
173903,Obviously a liberal. Your cries of white privilege and racism have exposed you. Your comments are meaningless.,0.5182871,0.52229357,0.52118176,1,1,1,False
8295,"Hello Reality,

This account was related to me recently by a ""white"" friend who was part of that protest.  Here is a link -- it seems the Trent professor didn't actually do time in prison because her appeal was successful, but had to pay a $15,000 fine, according to the article.  Also, a Queen's University professor, a former Ardoch Algonquin First Nations Chief, was also sentenced to jail as a result of the aforementioned protest. As per the article: ""Professor Robert Lovelace of Queen’s University was also convicted and sentenced to six months in jail and fined $25,000."" Coincidence?
  http://www.trentu.ca/newsevents/newsDetail.php?newsId=12333",0.49990514,0.50173664,0.50280946,0,1,1,True
154966,"If health care costs weren't so expensive and Trumps bright idea to only cover the super rich is disregarded that would be a good idea. Usually the most vulnerable people with mental health problems are the poor who come from dysfunctional families. The middle class suffer too when health care costs are so high because we understand that we are often one paycheck away from financial disaster. If homeless people can't afford proper medical care they get their ""help"" from the black market or they commit suicide because they run out of options. It's sad when people feel hopeless.",0.51215124,0.5113277,0.51157933,1,1,1,False
126404,I'll do much better than you since I am married into the Alaska Native culture and brought two Alaska Native children into this world.  You are a typical ignorant white person who knows nothing of what you talk about.  Alaska Native cultures revere and respect the animals they share the environment with and depend upon for sustenance.  You need to quit smoking the Flakka and quit posting ignorant comments about something YOU don't have a clue about.,0.524486,0.52606887,0.52599275,1,1,1,False
